id,name,age,birth_date,height_cm,weight_kgs,overall_rating,potential,nationality,value_euro,wage_euro,position
17198,S. Ristovski,32,1992-02-12,154.94,72.1,77,78,FYR Macedonia,8500000.0,13000.0,RB
17199,L. Chichizola,34,1990-03-27,185.42,79.8,77,78,Argentina,7000000.0,19000.0,GK
17200,A. McCarthy,35,1989-12-03,193.04,78.9,77,78,England,7000000.0,37000.0,GK
17201,Alan Carvalho,35,1989-07-10,182.88,74.8,77,77,Brazil,9000000.0,23000.0,ST
17202,De Tomás,30,1994-10-17,154.94,72.1,77,84,Spain,12500000.0,115000.0,ST
17203,Rafael Carioca,35,1989-06-18,152.4,72.1,77,77,Brazil,8500000.0,54000.0,CM
17204,G. Murray,41,1983-09-25,182.88,79.8,77,77,England,4700000.0,51000.0,ST
17205,Vallejo,27,1997-01-05,182.88,78.9,77,84,Spain,11000000.0,76000.0,CB
17206,R. De Paul,30,1994-05-24,152.4,69.9,77,83,Argentina,12000000.0,27000.0,LW
17207,F. Mollet,33,1991-11-19,170.18,67.1,77,78,France,10500000.0,27000.0,CAM
17208,M. Dembélé,28,1996-07-12,182.88,73.9,77,83,France,12500000.0,46000.0,ST
17209,A. Marchesín,36,1988-03-16,187.96,84.8,77,77,Argentina,5500000.0,43000.0,GK
17210,R. Inglese,33,1991-11-12,185.42,84.8,77,77,Italy,9500000.0,60000.0,ST
17211,Douglas Santos,30,1994-03-22,175.26,69.9,77,81,Brazil,9500000.0,13000.0,LB
17212,A. Dragović,33,1991-03-06,185.42,88.0,77,77,Austria,7500000.0,50000.0,CB
17213,L. Spinazzola,31,1993-03-25,185.42,74.8,77,80,Italy,11000000.0,80000.0,LM
17214,E. Bičakčić,34,1990-01-24,185.42,84.8,77,77,Bosnia Herzegovina,7000000.0,33000.0,CB
17215,M. Schmelzer,36,1988-01-22,154.94,73.9,77,77,Germany,6500000.0,43000.0,LB
17216,J. dos Santos,34,1990-04-26,172.72,73.0,77,77,Mexico,9000000.0,10000.0,CM
17217,V. Grifo,31,1993-04-07,154.94,76.2,77,79,Italy,11000000.0,33000.0,LM
17219,E. Pulgar,30,1994-01-15,185.42,83.0,77,82,Chile,10000000.0,26000.0,CDM
17220,Formosandrinho,32,1992-02-29,152.4,72.1,77,77,Brazil,9500000.0,26000.0,ST
17221,S. Sanogo,35,1989-05-05,182.88,81.2,77,77,Ivory Coast,7000000.0,37000.0,CDM
17222,C. Wood,33,1991-12-07,187.96,92.1,77,78,New Zealand,10500000.0,56000.0,ST
17223,F. Lustenberger,36,1988-05-02,154.94,69.9,77,77,Switzerland,6500000.0,26000.0,CB
17224,G. Rodríguez,29,1995-04-11,185.42,79.8,77,80,Argentina,9500000.0,46000.0,CDM
17225,L. Klostermann,28,1996-06-03,187.96,83.0,77,83,Germany,10000000.0,37000.0,RB
17226,Pedro Henrique,32,1992-12-18,190.5,88.0,77,82,Brazil,10000000.0,11000.0,CB
17227,A. Donatti,38,1986-10-24,193.04,86.2,77,77,Argentina,6000000.0,20000.0,CB
17228,Pablo,33,1991-06-21,187.96,86.2,77,78,Brazil,8500000.0,37000.0,CB
17229,A. Mehmedi,33,1991-03-16,182.88,78.0,77,78,Switzerland,10000000.0,43000.0,CAM
17230,C. Sánchez,38,1986-02-06,182.88,82.1,77,77,Colombia,5000000.0,65000.0,CDM
17231,R. Gurtner,38,1986-12-08,182.88,82.1,77,77,France,5500000.0,15000.0,GK
17232,Jô,37,1987-03-20,187.96,78.0,77,77,Brazil,8000000.0,11000.0,ST
17233,H. Pérez,35,1989-02-25,154.94,71.2,77,77,Paraguay,8500000.0,29000.0,RM
17234,J. Aquino,34,1990-02-11,167.64,62.1,77,77,Mexico,9000000.0,54000.0,LM
17235,J. McCarthy,34,1990-11-12,154.94,72.1,77,77,Republic of Ireland,7500000.0,74000.0,CDM
17237,Munir,29,1995-09-01,175.26,68.9,77,83,Spain,12500000.0,17000.0,ST
17238,Marçal,35,1989-02-19,152.4,73.9,77,77,Brazil,6500000.0,54000.0,LB
17239,M. Albrighton,35,1989-11-18,175.26,73.9,77,77,England,9000000.0,64000.0,RM
17240,D. Basta,40,1984-08-18,182.88,72.1,77,77,Serbia,3400000.0,41000.0,RB
17241,Mata,36,1988-10-24,187.96,78.0,77,77,Spain,9000000.0,27000.0,ST
17242,I. Sarr,26,1998-02-25,185.42,76.2,77,88,Senegal,15500000.0,24000.0,LM
17243,M. Zárate,37,1987-03-18,175.26,77.1,77,77,Argentina,8000000.0,26000.0,ST
17244,L. Tonelli,34,1990-01-17,182.88,78.0,77,78,Italy,8000000.0,53000.0,CB
17245,A. Poli,35,1989-09-29,182.88,77.1,77,77,Italy,9000000.0,34000.0,CM
17246,Montoya,33,1991-04-14,175.26,73.0,77,78,Spain,8000000.0,43000.0,RB
17247,R. Sambueza,40,1984-01-01,175.26,72.1,77,77,Argentina,4500000.0,31000.0,RM
17249,R. Soriano,33,1991-02-08,182.88,76.2,77,77,Italy,9500000.0,31000.0,LM
17250,A. Izzo,32,1992-03-02,182.88,78.0,77,82,Italy,10000000.0,38000.0,CB
17251,B. Bourigeaud,30,1994-01-14,152.4,68.0,77,80,France,11500000.0,28000.0,LM
17252,N. Chadli,35,1989-08-02,187.96,84.8,77,77,Belgium,9000000.0,62000.0,LM
17254,S. Meïté,30,1994-03-17,187.96,79.8,77,80,France,11000000.0,37000.0,CM
17255,M. Pereira,40,1984-06-08,172.72,73.0,77,77,Uruguay,2500000.0,13000.0,RB
17256,T. Rincón,36,1988-01-13,152.4,76.2,77,77,Venezuela,8000000.0,42000.0,CM
17257,F. Krovinović,29,1995-08-29,152.4,69.9,77,83,Croatia,12000000.0,11000.0,CAM
17259,R. Klavan,39,1985-10-30,187.96,84.8,77,77,Estonia,5000000.0,30000.0,CB
17260,T. Chandler,34,1990-03-29,182.88,82.1,77,77,United States,7000000.0,33000.0,RB
17262,P. Diop,38,1986-03-19,152.4,77.1,77,77,Senegal,5000000.0,22000.0,CDM
17263,R. Ábila,35,1989-10-14,152.4,93.0,77,77,Argentina,9000000.0,27000.0,ST
17264,A. Živković,28,1996-07-11,170.18,68.0,77,84,Serbia,12500000.0,11000.0,LW
17265,E. Giaccherini,39,1985-05-05,167.64,59.9,77,77,Italy,5500000.0,20000.0,LW
17266,A. Bertolacci,33,1991-01-11,152.4,74.8,77,77,Italy,9000000.0,75000.0,CM
17267,A. Ekdal,35,1989-07-28,185.42,74.8,77,77,Sweden,9000000.0,37000.0,CM
17268,K. Huntelaar,41,1983-08-12,185.42,83.0,77,77,Netherlands,4700000.0,20000.0,ST
17269,R. Centurión,31,1993-01-19,175.26,73.9,77,78,Argentina,10500000.0,21000.0,LM
17270,D. Suárez,36,1988-04-27,172.72,68.0,77,77,Uruguay,6500000.0,22000.0,RB
17271,Victor Sánchez,37,1987-09-08,175.26,72.1,77,77,Spain,6500000.0,26000.0,CDM
17273,S. Ascacíbar,27,1997-02-25,167.64,69.9,77,84,Argentina,11000000.0,22000.0,CDM
17274,J. Valdivia,41,1983-10-19,172.72,71.2,77,77,Chile,4500000.0,10000.0,CAM
17275,Arbilla,37,1987-05-15,152.4,76.2,77,77,Spain,6000000.0,22000.0,CB
17276,S. Lichtsteiner,40,1984-01-16,182.88,76.2,77,77,Switzerland,2500000.0,79000.0,RB
17277,Juan Jesus,33,1991-06-10,185.42,83.0,77,77,Brazil,7500000.0,51000.0,CB
17278,A. Ogbonna,36,1988-05-23,190.5,86.2,77,77,Italy,6500000.0,65000.0,CB
17279,V. Darida,34,1990-08-08,170.18,64.0,77,77,Czech Republic,9000000.0,29000.0,CM
17280,M. Plattenhardt,32,1992-01-26,154.94,76.2,77,78,Germany,8500000.0,26000.0,LB
17281,P. Groß,33,1991-06-15,154.94,78.0,77,78,Germany,10000000.0,47000.0,CAM
17282,O. Wendt,39,1985-10-24,154.94,82.1,77,77,Sweden,4900000.0,26000.0,LB
17283,Jonatan Soriano,39,1985-09-24,154.94,72.1,77,77,Spain,7000000.0,42000.0,ST
17284,R. Freuler,32,1992-04-15,154.94,77.1,77,78,Switzerland,10500000.0,28000.0,CM
17285,Gazzolisco,36,1988-02-29,185.42,73.0,77,77,Brazil,6500000.0,26000.0,LB
17286,P. Pérez,39,1985-08-10,175.26,79.8,77,77,Argentina,6500000.0,22000.0,CM
17287,L. Cook,27,1997-02-03,175.26,71.2,77,84,England,12500000.0,44000.0,CM
17288,Mario Hermoso,29,1995-06-18,182.88,73.9,77,85,Spain,11500000.0,22000.0,CB
17289,Garry Rodrigues,34,1990-11-27,172.72,69.9,77,77,Cape Verde,9500000.0,39000.0,LM
17290,Bruno,34,1990-05-24,185.42,86.2,77,78,Spain,8000000.0,23000.0,CB
17291,D. Welbeck,34,1990-11-26,185.42,73.0,77,77,England,9500000.0,95000.0,LW
17292,E. Akbaba,32,1992-10-04,154.94,73.0,77,80,Turkey,11000000.0,51000.0,CAM
17293,Javi Fuego,40,1984-01-04,182.88,73.9,77,77,Spain,2700000.0,28000.0,CDM
17294,G. Bou,34,1990-02-18,152.4,79.8,77,77,Argentina,9000000.0,26000.0,ST
17295,M. Ritchie,35,1989-09-10,172.72,76.2,77,77,Scotland,9000000.0,49000.0,RM
17296,M. Gabbiadini,33,1991-11-26,154.94,74.8,77,78,Italy,10500000.0,38000.0,ST
17297,M. Carcela-González,35,1989-07-01,175.26,67.1,77,77,Morocco,8500000.0,19000.0,CAM
17298,K. El Ahmadi,39,1985-01-27,154.94,71.2,77,77,Morocco,3600000.0,35000.0,CDM
17299,J. Maddison,28,1996-11-23,175.26,73.0,77,85,England,13000000.0,45000.0,CAM
17300,F. Fabra,33,1991-02-22,172.72,72.1,77,77,Colombia,7500000.0,22000.0,LB
17301,N. Guzmán,38,1986-02-10,193.04,93.9,77,77,Argentina,5000000.0,38000.0,GK
17302,V. Odjidja-Ofoe,35,1989-02-21,182.88,78.9,77,77,Belgium,8500000.0,24000.0,CM
17303,Wendel,27,1997-08-28,154.94,66.2,77,86,Brazil,13500000.0,11000.0,CM
17304,T. Strobl,34,1990-05-12,187.96,77.1,77,78,Germany,8000000.0,27000.0,CDM
17305,C. Grenier,33,1991-01-07,185.42,72.1,77,77,France,9000000.0,32000.0,CM
17307,J. Hendrix,29,1995-02-06,154.94,74.8,77,82,Netherlands,10000000.0,13000.0,CDM
17308,J. Pinola,41,1983-02-24,154.94,78.9,77,77,Argentina,2100000.0,16000.0,CB
17309,M. Nakamba,30,1994-01-19,175.26,78.9,77,81,Zimbabwe,10000000.0,19000.0,CDM
17310,E. Choupo-Moting,35,1989-03-23,190.5,91.2,77,77,Cameroon,9000000.0,75000.0,ST
17311,E. Elia,37,1987-02-13,175.26,77.1,77,77,Netherlands,8000000.0,27000.0,LM
17312,Sergio García,41,1983-06-09,175.26,72.1,77,77,Spain,4100000.0,23000.0,ST
17313,G. Hoarau,40,1984-03-05,193.04,84.8,77,77,France,4700000.0,26000.0,ST
17314,M. Suchý,36,1988-03-29,182.88,83.9,77,77,Czech Republic,6500000.0,26000.0,CB
17315,M. Dossevi,36,1988-02-12,172.72,64.9,77,77,Togo,8500000.0,30000.0,RM
17316,R. Vormer,36,1988-05-11,152.4,78.9,78,78,Netherlands,9500000.0,26000.0,CM
17317,J. Shelvey,32,1992-02-27,182.88,79.8,78,79,England,12000000.0,50000.0,CM
17318,Gervinho,37,1987-05-27,152.4,66.2,78,78,Ivory Coast,9000000.0,49000.0,LW
17320,J. Tomkins,35,1989-03-29,193.04,73.9,78,79,England,9000000.0,53000.0,CB
17321,R. Bertrand,35,1989-08-05,152.4,84.8,78,78,England,8000000.0,48000.0,LB
17322,D. Abraham,38,1986-07-15,187.96,83.9,78,78,Argentina,7000000.0,33000.0,CB
17323,Daniel Carriço,36,1988-08-04,154.94,79.8,78,78,Portugal,8000000.0,18000.0,CB
17324,N. Pallois,37,1987-09-19,187.96,88.9,78,78,France,7500000.0,26000.0,CB
17325,C. Tosun,33,1991-06-07,182.88,78.0,78,79,Turkey,12000000.0,95000.0,ST
17326,M. Cáceres,37,1987-04-07,154.94,78.0,78,78,Uruguay,7000000.0,44000.0,CB
17328,Javi García,37,1987-02-08,185.42,82.1,78,78,Spain,7000000.0,23000.0,CDM
17329,J. Holebas,40,1984-06-27,185.42,81.2,78,78,Greece,2900000.0,51000.0,LB
17331,K. Honda,38,1986-06-13,182.88,73.9,78,78,Japan,8000000.0,12000.0,RM
17332,C. Bravo,41,1983-04-13,182.88,79.8,78,78,Chile,2400000.0,50000.0,GK
17333,Rafael Tolói,34,1990-10-10,185.42,74.8,78,80,Brazil,10000000.0,27000.0,CB
17334,M. Schneiderlin,35,1989-11-08,185.42,74.8,78,78,France,8500000.0,83000.0,CDM
17335,M. Gradel,37,1987-11-30,152.4,69.9,78,78,Ivory Coast,10000000.0,35000.0,LW
17336,Sergi Gómez,32,1992-03-28,185.42,77.1,78,83,Spain,11500000.0,17000.0,CB
17337,Jaume Costa,36,1988-03-18,170.18,62.1,78,78,Spain,7500000.0,30000.0,LB
17338,P. Hernández,38,1986-10-24,185.42,81.2,78,78,Chile,9000000.0,24000.0,CM
17339,R. van Persie,41,1983-08-06,187.96,71.2,78,78,Netherlands,5500000.0,18000.0,ST
17340,K. Mirallas,37,1987-10-05,182.88,72.1,78,78,Belgium,10000000.0,87000.0,LM
17342,A. Mooy,34,1990-09-15,172.72,72.1,78,78,Australia,10500000.0,50000.0,CM
17343,D. Baier,40,1984-05-18,175.26,78.0,78,78,Germany,3100000.0,25000.0,CDM
17344,D. Pröpper,33,1991-09-02,185.42,78.9,78,79,Netherlands,12000000.0,50000.0,CM
17345,T. Kongolo,30,1994-02-14,187.96,69.9,78,83,Netherlands,12000000.0,39000.0,CB
17346,J. Lascelles,31,1993-11-11,187.96,88.9,78,83,England,12000000.0,39000.0,CB
17347,T. Vilhena,29,1995-01-03,175.26,71.2,78,81,Netherlands,13000000.0,14000.0,CM
17348,A. Trebel,33,1991-03-03,175.26,73.9,78,79,France,11500000.0,23000.0,CM
17350,K. Lala,33,1991-10-03,152.4,78.0,78,79,France,10000000.0,20000.0,RWB
17351,B. Reynet,34,1990-10-28,185.42,84.8,78,80,France,8500000.0,24000.0,GK
17352,S. García,34,1990-09-14,154.94,79.8,78,78,Uruguay,11000000.0,20000.0,ST
17353,R. Jiménez,33,1991-05-05,190.5,81.2,78,79,Mexico,12000000.0,15000.0,ST
17354,Bernat,31,1993-03-01,170.18,67.1,78,81,Spain,10500000.0,61000.0,LB
17355,F. Fajr,36,1988-08-01,152.4,71.2,78,78,Morocco,10000000.0,28000.0,CM
17356,L. Castro,35,1989-04-09,182.88,78.0,78,78,Argentina,10000000.0,36000.0,CM
17357,A. Cragno,30,1994-06-28,182.88,78.0,78,84,Italy,10500000.0,21000.0,GK
17358,L. Pavoletti,36,1988-11-26,187.96,84.8,78,78,Italy,10500000.0,39000.0,ST
17359,V. Chiricheş,35,1989-11-14,182.88,74.8,78,78,Romania,8500000.0,57000.0,CB
17360,M. De Sciglio,32,1992-10-20,182.88,78.0,78,79,Italy,10000000.0,78000.0,RB
17361,D. Cheryshev,34,1990-12-26,152.4,73.9,78,78,Russia,11000000.0,33000.0,LM
17362,M. Arnold,30,1994-05-27,182.88,73.9,78,83,Germany,13500000.0,40000.0,CM
17363,L. Trossard,30,1994-12-04,172.72,67.1,78,82,Belgium,13500000.0,18000.0,LW
17364,R. Olsen,34,1990-01-08,195.58,86.2,78,78,Sweden,7500000.0,46000.0,GK
17365,R. Fraser,30,1994-02-24,162.56,69.9,78,81,Scotland,13000000.0,55000.0,LM
17366,B. Traoré,29,1995-09-06,154.94,73.0,78,83,Burkina Faso,14000000.0,57000.0,ST
17367,Matheus,32,1992-07-19,187.96,76.2,78,82,Brazil,9500000.0,12000.0,GK
17368,Gabriel,31,1993-09-18,187.96,82.1,78,82,Brazil,13500000.0,12000.0,CM
17369,B. Cristante,29,1995-03-03,185.42,79.8,78,84,Italy,14000000.0,51000.0,CM
17370,H. Sakai,34,1990-04-12,182.88,69.9,78,78,Japan,8000000.0,44000.0,RB
17371,F. Kostić,32,1992-11-01,182.88,82.1,78,79,Serbia,12500000.0,17000.0,LM
17372,Omar Mascarell,31,1993-02-02,154.94,76.2,78,80,Spain,10500000.0,29000.0,CDM
17373,G. Laborde,30,1994-05-03,154.94,78.0,78,83,France,14000000.0,28000.0,ST
17374,M. Halstenberg,33,1991-09-27,187.96,82.1,78,79,Germany,10000000.0,45000.0,LB
17375,D. Berardi,30,1994-08-01,182.88,72.1,78,83,Italy,14000000.0,50000.0,RW
17376,Rubén Peña,33,1991-07-18,170.18,64.9,78,79,Spain,10000000.0,23000.0,RB
17377,Bruma,30,1994-10-24,172.72,69.9,78,82,Portugal,13500000.0,43000.0,CAM
17378,Pere Pons,31,1993-02-20,152.4,69.9,78,81,Spain,13000000.0,31000.0,CM
17379,O. Vlachodimos,30,1994-04-26,187.96,77.1,78,85,Greece,10500000.0,9000.0,GK
17380,M. Meyer,29,1995-09-18,172.72,68.0,78,82,Germany,13500000.0,48000.0,CM
17381,R. Gagliardini,30,1994-04-07,190.5,77.1,78,82,Italy,11500000.0,46000.0,CDM
17382,P. Sisto,29,1995-02-04,172.72,68.9,78,84,Denmark,14000000.0,25000.0,LW
17383,Ricardo Esgaio,31,1993-05-16,172.72,68.0,78,80,Portugal,12500000.0,16000.0,RM
17384,M. Lemina,31,1993-09-01,182.88,84.8,78,83,Gabon,13500000.0,44000.0,CM
17385,W. Cyprien,29,1995-01-28,154.94,74.8,78,83,France,13500000.0,30000.0,CM
17386,N. Stark,29,1995-04-14,190.5,81.2,78,84,Germany,12000000.0,24000.0,CB
17387,N. Bentaleb,30,1994-11-24,187.96,78.0,78,83,Algeria,13500000.0,29000.0,CM
17388,D. Laxalt,31,1993-02-07,152.4,68.0,78,79,Uruguay,12500000.0,76000.0,LM
17389,Bastos,33,1991-11-23,154.94,77.1,78,79,Angola,10000000.0,44000.0,CB
17390,M. Meza,32,1992-12-15,154.94,76.2,78,79,Argentina,12500000.0,46000.0,CAM
17391,G. Simeone,29,1995-07-05,154.94,81.2,78,85,Argentina,15000000.0,53000.0,ST
17392,D. Djené,33,1991-12-31,175.26,71.2,78,81,Togo,11000000.0,23000.0,CB
17393,R. Battaglia,33,1991-07-12,187.96,78.9,78,79,Argentina,12000000.0,15000.0,CM
17394,A. Sanabria,28,1996-03-04,154.94,73.9,78,85,Paraguay,15000000.0,25000.0,ST
17395,J. Denayer,29,1995-06-28,182.88,79.8,78,85,Belgium,12500000.0,47000.0,CB
17396,Y. Mina,30,1994-09-23,195.58,93.9,78,85,Colombia,12500000.0,68000.0,CB
17397,N. Elvedi,28,1996-09-30,187.96,78.0,78,84,Switzerland,12000000.0,20000.0,CB
17398,Petros,35,1989-05-29,154.94,77.1,78,78,Brazil,10000000.0,43000.0,CM
17399,R. Aguilar,31,1993-04-26,172.72,71.2,78,82,France,11000000.0,25000.0,RWB
17400,O. Al Soma,35,1989-03-23,190.5,86.2,78,78,Syria,10500000.0,47000.0,ST
17401,Granell,36,1988-08-02,175.26,69.9,78,78,Spain,10000000.0,33000.0,CM
17402,W. Weghorst,32,1992-08-07,198.12,83.9,78,80,Netherlands,13000000.0,48000.0,ST
17403,A. Marušić,32,1992-10-17,185.42,84.8,78,78,Montenegro,11500000.0,46000.0,RM
17404,Borja Iglesias,31,1993-01-17,187.96,86.2,78,81,Spain,13000000.0,31000.0,ST
17405,N. Barella,27,1997-02-07,172.72,68.0,78,88,Italy,16500000.0,26000.0,CM
17406,Joan Jordán,30,1994-07-06,182.88,73.9,78,83,Spain,13500000.0,22000.0,CM
17407,Diogo Jota,28,1996-12-04,152.4,73.0,78,86,Portugal,15500000.0,56000.0,LW
17408,J. Gomez,27,1997-05-23,187.96,77.1,78,88,England,14500000.0,61000.0,CB
17409,N. Amiri,28,1996-10-27,154.94,73.0,78,85,Germany,14500000.0,27000.0,CAM
17410,A. Golovin,28,1996-05-30,154.94,68.9,78,84,Russia,14000000.0,55000.0,CM
17411,Trezeguet,30,1994-10-01,152.4,78.0,78,80,Egypt,13000000.0,15000.0,LM
17412,M. Díaz,38,1986-02-05,187.96,83.9,78,78,Argentina,6000000.0,19000.0,GK
17414,R. Bentancur,27,1997-06-25,187.96,72.1,78,90,Uruguay,18500000.0,66000.0,CM
17415,C. Pulisic,26,1998-09-18,152.4,68.9,78,86,United States,15000000.0,44000.0,RM
17416,Yeray,29,1995-01-24,182.88,78.0,78,83,Spain,12000000.0,20000.0,CB
17417,D. Calabria,28,1996-12-06,175.26,69.9,78,88,Italy,14500000.0,52000.0,RB
17418,B. Chilwell,28,1996-12-21,152.4,77.1,78,85,England,12500000.0,43000.0,LB
17419,P. Lees-Melou,31,1993-05-25,185.42,68.9,78,80,France,12500000.0,33000.0,CM
17420,Ronaldo Esler,36,1988-02-29,167.64,64.9,78,78,Brazil,7500000.0,34000.0,LB
17421,Claudio Coíntra,40,1984-02-29,175.26,71.2,78,78,Brazil,5000000.0,30000.0,CAM
17422,Everticinho,36,1988-02-29,175.26,74.8,78,78,Brazil,7500000.0,29000.0,RB
17423,Sidney Pessinho,32,1992-02-29,187.96,84.8,78,78,Brazil,9000000.0,27000.0,CDM
17424,A. Lafont,25,1999-01-23,193.04,82.1,78,90,France,14000000.0,12000.0,GK
17425,R. Malinovskyi,31,1993-05-04,154.94,84.8,78,82,Ukraine,13000000.0,18000.0,CM
17426,A. Harit,27,1997-06-18,154.94,67.1,78,86,Morocco,15500000.0,25000.0,CAM
17427,Wesley,28,1996-11-26,190.5,93.9,78,85,Brazil,15000000.0,21000.0,ST
17428,A. Hakimi,26,1998-11-04,154.94,73.0,78,86,Morocco,12500000.0,49000.0,RB
17429,M. Lazzari,31,1993-11-29,175.26,67.1,78,79,Italy,12500000.0,15000.0,RM
17430,D. Samassékou,28,1996-01-11,152.4,68.0,78,86,Mali,13000000.0,31000.0,CDM
17431,C. Ünder,27,1997-07-14,172.72,66.2,78,87,Turkey,16000000.0,49000.0,RW
17432,David Neres,27,1997-03-03,175.26,66.2,78,85,Brazil,14500000.0,17000.0,RW
17433,T. Walcott,35,1989-03-16,175.26,68.0,79,79,England,12500000.0,105000.0,RM
17434,S. Nasri,37,1987-06-26,175.26,74.8,79,79,France,11000000.0,83000.0,LM
17435,A. Valencia,39,1985-08-04,154.94,83.0,79,79,Ecuador,7000000.0,110000.0,RB
17436,A. Masiello,38,1986-02-05,182.88,82.1,79,79,Italy,7000000.0,30000.0,CB
17437,S. Defour,36,1988-04-15,175.26,72.1,79,79,Belgium,11500000.0,61000.0,CM
17438,José Fonte,41,1983-12-22,187.96,81.2,79,79,Portugal,3800000.0,35000.0,CB
17439,D. Sturridge,35,1989-09-01,154.94,76.2,79,79,England,13000000.0,120000.0,ST
17440,D. Wass,35,1989-05-31,154.94,73.9,79,79,Denmark,12000000.0,41000.0,CM
17441,D. Ospina,36,1988-08-31,182.88,79.8,79,79,Colombia,8500000.0,80000.0,GK
17443,Ángel,37,1987-04-26,172.72,68.0,79,79,Spain,11500000.0,31000.0,ST
17444,Kiko Casilla,38,1986-10-02,190.5,86.2,79,79,Spain,7500000.0,39000.0,GK
17445,E. Capoue,36,1988-07-11,190.5,87.1,79,79,France,10000000.0,58000.0,CDM
17446,J. Hernández,36,1988-06-01,175.26,73.0,79,79,Mexico,12000000.0,90000.0,ST
17447,Eder,38,1986-11-15,152.4,72.1,79,79,Italy,11500000.0,29000.0,ST
17448,S. Coleman,36,1988-10-11,152.4,77.1,79,79,Republic of Ireland,9500000.0,92000.0,RB
17449,Marcelo,37,1987-05-20,190.5,84.8,79,79,Brazil,8500000.0,60000.0,CB
17450,A. Lallana,36,1988-05-10,152.4,73.0,79,79,England,11500000.0,105000.0,CM
17451,M. Hasebe,40,1984-01-18,154.94,72.1,79,79,Japan,3800000.0,37000.0,CB
17452,S. Jovetić,35,1989-11-02,182.88,78.9,79,79,Montenegro,13000000.0,79000.0,ST
17453,M. Sakho,34,1990-02-13,187.96,83.0,79,80,France,11500000.0,58000.0,CB
17454,F. Delph,35,1989-11-21,175.26,78.0,79,79,England,10000000.0,115000.0,LB
17455,G. Mercado,37,1987-03-18,154.94,83.0,79,79,Argentina,8500000.0,19000.0,CB
17456,Bruno,40,1984-06-12,182.88,73.0,79,79,Spain,6000000.0,37000.0,CM
17457,Fernando,37,1987-07-25,182.88,76.2,79,79,Brazil,9500000.0,57000.0,CDM
17458,L. Pratto,36,1988-06-04,187.96,91.2,79,79,Argentina,12000000.0,31000.0,ST
17459,S. Feghouli,35,1989-12-26,175.26,74.8,79,79,Algeria,12500000.0,65000.0,RM
17460,Mariano,38,1986-06-23,152.4,68.9,79,79,Brazil,7000000.0,57000.0,RB
17461,N. Kalinić,36,1988-01-05,187.96,79.8,79,79,Croatia,12000000.0,60000.0,ST
17462,R. Zieler,35,1989-02-12,187.96,81.2,79,80,Germany,10000000.0,32000.0,GK
17463,K. Asamoah,36,1988-12-09,172.72,74.8,79,79,Ghana,9500000.0,62000.0,LB
17465,Alex Teixeira,34,1990-01-06,172.72,69.9,79,79,Brazil,13000000.0,30000.0,ST
17466,R. Boudebouz,34,1990-02-19,152.4,73.9,79,79,Algeria,12500000.0,30000.0,CAM
17467,V. Wanyama,33,1991-06-25,182.88,87.1,79,81,Kenya,12500000.0,81000.0,CDM
17468,S. Rudy,34,1990-02-28,152.4,73.9,79,79,Germany,10000000.0,35000.0,CDM
17469,F. Coquelin,33,1991-05-13,152.4,73.9,79,80,France,12000000.0,36000.0,CDM
17470,Susaeta,37,1987-12-14,152.4,68.0,79,79,Spain,12000000.0,31000.0,RW
17471,Souza,35,1989-02-11,187.96,79.8,79,79,Brazil,10000000.0,44000.0,CDM
17472,B. Hübner,35,1989-07-04,193.04,86.2,79,79,Germany,10000000.0,39000.0,CB
17473,J. Wilshere,32,1992-01-01,172.72,68.0,79,80,England,14500000.0,83000.0,CM
17474,Iborra,36,1988-01-16,190.5,91.2,79,79,Spain,9500000.0,34000.0,CDM
17475,Rafael,34,1990-07-09,172.72,78.0,79,79,Brazil,10500000.0,60000.0,RB
17476,C. Wilson,32,1992-02-27,154.94,66.2,79,80,England,15000000.0,77000.0,ST
17477,D. Caligiuri,36,1988-01-15,182.88,79.8,79,79,Italy,9000000.0,33000.0,RWB
17478,B. Stambouli,34,1990-08-13,154.94,82.1,79,79,France,10500000.0,33000.0,CB
17479,R. Barkley,31,1993-12-05,185.42,87.1,79,82,England,16000000.0,89000.0,CAM
17480,Danilo,33,1991-07-15,182.88,78.0,79,80,Brazil,12000000.0,110000.0,RB
17481,M. Gregoritsch,30,1994-04-18,193.04,87.1,79,82,Austria,16000000.0,27000.0,CAM
17482,Nolito,38,1986-10-15,175.26,72.1,79,79,Spain,11000000.0,21000.0,LM
17483,Campaña,31,1993-05-31,152.4,69.9,79,82,Spain,15500000.0,28000.0,CM
17484,H. Vanaken,32,1992-08-24,195.58,79.8,79,81,Belgium,15500000.0,27000.0,CAM
17485,S. Berghuis,33,1991-12-19,182.88,74.8,79,79,Netherlands,13500000.0,20000.0,RW
17486,M. Uth,33,1991-08-24,185.42,72.1,79,80,Germany,15000000.0,40000.0,ST
17487,D. Sidibé,32,1992-07-29,182.88,81.2,79,80,France,12000000.0,61000.0,RB
17488,M. Badelj,35,1989-02-25,185.42,79.8,79,79,Croatia,10000000.0,50000.0,CDM
17489,David López,35,1989-10-09,182.88,81.2,79,80,Spain,11500000.0,32000.0,CB
17490,G. Ramírez,34,1990-12-02,182.88,77.1,79,79,Uruguay,13000000.0,41000.0,CAM
17491,J. Veretout,31,1993-03-01,175.26,67.1,79,84,France,16500000.0,59000.0,CM
17492,M. Rojo,34,1990-03-20,187.96,84.8,79,79,Argentina,10000000.0,115000.0,CB
